ID,Locator,Filename/URL,Longitude,Latitude,Dip Angle,Slip(m),Strike Angle,Depth (km),Length(km),Width(km),Rake(deg)
6435,mag_9.5,na,18.5,42,35,9.33,312,5,1462.18,365.54,82
6436,mag_6.5,na,17.5,42.5,35,0.54,312,5,24.83,11.75,82
6437,mag_6.75,na,17.5,42.5,35,0.76,312,5,34.87,14.13,82
6438,mag_7,na,17.5,42.5,35,1.07,312,5,48.98,16.98,82
6439,mag_7.25,na,17.5,42.5,35,1.5,312,5,68.79,20.42,82
6440,mag_7.5,na,17.5,42.5,35,2.1,312,5,96.61,24.55,82
6441,mag_7.75,na,17.5,42.5,35,2.57,312,5,135.68,33.92,82
6442,mag_8,na,17.5,42.5,35,3.09,312,5,190.55,47.64,82
6443,mag_8.25,na,17.5,42.5,35,3.72,312,5,267.61,66.9,82
6444,mag_8.5,na,17.5,42.5,35,4.47,312,5,375.84,93.96,82
6445,mag_8.75,na,17.5,42.5,35,5.37,312,5,527.84,131.96,82
6446,mag_9,na,17.5,42.5,35,6.46,312,5,741.31,185.33,82
6447,mag_9.25,na,17.5,42.5,35,7.76,312,5,1041.12,260.28,82
6448,mag_9.5,na,17.5,42.5,35,9.33,312,5,1462.18,365.54,82
6449,mag_6.5,na,18,42.5,35,0.54,312,5,24.83,11.75,82
6450,mag_6.75,na,18,42.5,35,0.76,312,5,34.87,14.13,82
6451,mag_7,na,18,42.5,35,1.07,312,5,48.98,16.98,82
6452,mag_7.25,na,18,42.5,35,1.5,312,5,68.79,20.42,82
6453,mag_7.5,na,18,42.5,35,2.1,312,5,96.61,24.55,82
6454,mag_7.75,na,18,42.5,35,2.57,312,5,135.68,33.92,82
6455,mag_8,na,18,42.5,35,3.09,312,5,190.55,47.64,82
6456,mag_8.25,na,18,42.5,35,3.72,312,5,267.61,66.9,82
6457,mag_8.5,na,18,42.5,35,4.47,312,5,375.84,93.96,82
6458,mag_8.75,na,18,42.5,35,5.37,312,5,527.84,131.96,82
6459,mag_9,na,18,42.5,35,6.46,312,5,741.31,185.33,82
6460,mag_9.25,na,18,42.5,35,7.76,312,5,1041.12,260.28,82
6461,mag_9.5,na,18,42.5,35,9.33,312,5,1462.18,365.54,82
6462,mag_6.5,na,15.5,42.5,30,0.54,140,5,24.83,11.75,90
6463,mag_6.75,na,15.5,42.5,30,0.76,140,5,34.87,14.13,90
6464,mag_7,na,15.5,42.5,30,1.07,140,5,48.98,16.98,90
6465,mag_7.25,na,15.5,42.5,30,1.5,140,5,68.79,20.42,90
6466,mag_7.5,na,15.5,42.5,30,2.1,140,5,96.61,24.55,90
6467,mag_7.75,na,15.5,42.5,30,2.57,140,5,135.68,33.92,90
6468,mag_8,na,15.5,42.5,30,3.09,140,5,190.55,47.64,90
6469,mag_8.25,na,15.5,42.5,30,3.72,140,5,267.61,66.9,90
6470,mag_8.5,na,15.5,42.5,30,4.47,140,5,375.84,93.96,90
6471,mag_8.75,na,15.5,42.5,30,5.37,140,5,527.84,131.96,90
6472,mag_9,na,15.5,42.5,30,6.46,140,5,741.31,185.33,90
6473,mag_9.25,na,15.5,42.5,30,7.76,140,5,1041.12,260.28,90
6474,mag_9.5,na,15.5,42.5,30,9.33,140,5,1462.18,365.54,90
6475,mag_6.5,na,16,42.5,30,0.54,140,5,24.83,11.75,90
6476,mag_6.75,na,16,42.5,30,0.76,140,5,34.87,14.13,90
6477,mag_7,na,16,42.5,30,1.07,140,5,48.98,16.98,90
6478,mag_7.25,na,16,42.5,30,1.5,140,5,68.79,20.42,90
6479,mag_7.5,na,16,42.5,30,2.1,140,5,96.61,24.55,90
6480,mag_7.75,na,16,42.5,30,2.57,140,5,135.68,33.92,90
6481,mag_8,na,16,42.5,30,3.09,140,5,190.55,47.64,90
6482,mag_8.25,na,16,42.5,30,3.72,140,5,267.61,66.9,90
6483,mag_8.5,na,16,42.5,30,4.47,140,5,375.84,93.96,90
6484,mag_8.75,na,16,42.5,30,5.37,140,5,527.84,131.96,90
6485,mag_9,na,16,42.5,30,6.46,140,5,741.31,185.33,90
6486,mag_9.25,na,16,42.5,30,7.76,140,5,1041.12,260.28,90
6487,mag_9.5,na,16,42.5,30,9.33,140,5,1462.18,365.54,90
6488,mag_6.5,na,16.5,42.5,35,0.54,312,5,24.83,11.75,82
6489,mag_6.75,na,16.5,42.5,35,0.76,312,5,34.87,14.13,82
6490,mag_7,na,16.5,42.5,35,1.07,312,5,48.98,16.98,82
6491,mag_7.25,na,16.5,42.5,35,1.5,312,5,68.79,20.42,82
6492,mag_7.5,na,16.5,42.5,35,2.1,312,5,96.61,24.55,82
6493,mag_7.75,na,16.5,42.5,35,2.57,312,5,135.68,33.92,82
6494,mag_8,na,16.5,42.5,35,3.09,312,5,190.55,47.64,82
6495,mag_8.25,na,16.5,42.5,35,3.72,312,5,267.61,66.9,82
6496,mag_8.5,na,16.5,42.5,35,4.47,312,5,375.84,93.96,82
6497,mag_8.75,na,16.5,42.5,35,5.37,312,5,527.84,131.96,82
6498,mag_9,na,16.5,42.5,35,6.46,312,5,741.31,185.33,82
6499,mag_9.25,na,16.5,42.5,35,7.76,312,5,1041.12,260.28,82
6500,mag_9.5,na,16.5,42.5,35,9.33,312,5,1462.18,365.54,82
6501,mag_6.5,na,17,42.5,35,0.54,312,5,24.83,11.75,82
6502,mag_6.75,na,17,42.5,35,0.76,312,5,34.87,14.13,82
6503,mag_7,na,17,42.5,35,1.07,312,5,48.98,16.98,82
6504,mag_7.25,na,17,42.5,35,1.5,312,5,68.79,20.42,82
6505,mag_7.5,na,17,42.5,35,2.1,312,5,96.61,24.55,82
6506,mag_7.75,na,17,42.5,35,2.57,312,5,135.68,33.92,82
6507,mag_8,na,17,42.5,35,3.09,312,5,190.55,47.64,82
6508,mag_8.25,na,17,42.5,35,3.72,312,5,267.61,66.9,82
6509,mag_8.5,na,17,42.5,35,4.47,312,5,375.84,93.96,82
6510,mag_8.75,na,17,42.5,35,5.37,312,5,527.84,131.96,82
6511,mag_9,na,17,42.5,35,6.46,312,5,741.31,185.33,82
6512,mag_9.25,na,17,42.5,35,7.76,312,5,1041.12,260.28,82
6513,mag_9.5,na,17,42.5,35,9.33,312,5,1462.18,365.54,82
6514,mag_6.5,na,14.5,42.5,30,0.54,140,5,24.83,11.75,90
6515,mag_6.75,na,14.5,42.5,30,0.76,140,5,34.87,14.13,90
6516,mag_7,na,14.5,42.5,30,1.07,140,5,48.98,16.98,90
6517,mag_7.25,na,14.5,42.5,30,1.5,140,5,68.79,20.42,90
6518,mag_7.5,na,14.5,42.5,30,2.1,140,5,96.61,24.55,90
6519,mag_7.75,na,14.5,42.5,30,2.57,140,5,135.68,33.92,90
6520,mag_8,na,14.5,42.5,30,3.09,140,5,190.55,47.64,90
6521,mag_8.25,na,14.5,42.5,30,3.72,140,5,267.61,66.9,90
6522,mag_8.5,na,14.5,42.5,30,4.47,140,5,375.84,93.96,90
6523,mag_8.75,na,14.5,42.5,30,5.37,140,5,527.84,131.96,90
6524,mag_9,na,14.5,42.5,30,6.46,140,5,741.31,185.33,90
6525,mag_9.25,na,14.5,42.5,30,7.76,140,5,1041.12,260.28,90
6526,mag_9.5,na,14.5,42.5,30,9.33,140,5,1462.18,365.54,90
6527,mag_6.5,na,15,42.5,30,0.54,140,5,24.83,11.75,90
6528,mag_6.75,na,15,42.5,30,0.76,140,5,34.87,14.13,90
6529,mag_7,na,15,42.5,30,1.07,140,5,48.98,16.98,90
6530,mag_7.25,na,15,42.5,30,1.5,140,5,68.79,20.42,90
6531,mag_7.5,na,15,42.5,30,2.1,140,5,96.61,24.55,90
6532,mag_7.75,na,15,42.5,30,2.57,140,5,135.68,33.92,90
6533,mag_8,na,15,42.5,30,3.09,140,5,190.55,47.64,90
6534,mag_8.25,na,15,42.5,30,3.72,140,5,267.61,66.9,90
6535,mag_8.5,na,15,42.5,30,4.47,140,5,375.84,93.96,90
6536,mag_8.75,na,15,42.5,30,5.37,140,5,527.84,131.96,90
6537,mag_9,na,15,42.5,30,6.46,140,5,741.31,185.33,90
6538,mag_9.25,na,15,42.5,30,7.76,140,5,1041.12,260.28,90
6539,mag_9.5,na,15,42.5,30,9.33,140,5,1462.18,365.54,90
6540,mag_6.5,na,17.5,43,40,0.54,312,5,24.83,11.75,110
6541,mag_6.75,na,17.5,43,40,0.76,312,5,34.87,14.13,110
6542,mag_7,na,17.5,43,40,1.07,312,5,48.98,16.98,110
6543,mag_7.25,na,17.5,43,40,1.5,312,5,68.79,20.42,110
6544,mag_7.5,na,17.5,43,40,2.1,312,5,96.61,24.55,110
6545,mag_7.75,na,17.5,43,40,2.57,312,5,135.68,33.92,110
6546,mag_8,na,17.5,43,40,3.09,312,5,190.55,47.64,110
6547,mag_8.25,na,17.5,43,40,3.72,312,5,267.61,66.9,110
6548,mag_8.5,na,17.5,43,40,4.47,312,5,375.84,93.96,110
6549,mag_8.75,na,17.5,43,40,5.37,312,5,527.84,131.96,110
6550,mag_9,na,17.5,43,40,6.46,312,5,741.31,185.33,110
6551,mag_9.25,na,17.5,43,40,7.76,312,5,1041.12,260.28,110
6552,mag_9.5,na,17.5,43,40,9.33,312,5,1462.18,365.54,110
6553,mag_6.5,na,14.5,43,30,0.54,140,5,24.83,11.75,90
6554,mag_6.75,na,14.5,43,30,0.76,140,5,34.87,14.13,90
6555,mag_7,na,14.5,43,30,1.07,140,5,48.98,16.98,90
6556,mag_7.25,na,14.5,43,30,1.5,140,5,68.79,20.42,90
6557,mag_7.5,na,14.5,43,30,2.1,140,5,96.61,24.55,90
6558,mag_7.75,na,14.5,43,30,2.57,140,5,135.68,33.92,90
6559,mag_8,na,14.5,43,30,3.09,140,5,190.55,47.64,90
6560,mag_8.25,na,14.5,43,30,3.72,140,5,267.61,66.9,90
6561,mag_8.5,na,14.5,43,30,4.47,140,5,375.84,93.96,90
6562,mag_8.75,na,14.5,43,30,5.37,140,5,527.84,131.96,90
6563,mag_9,na,14.5,43,30,6.46,140,5,741.31,185.33,90
6564,mag_9.25,na,14.5,43,30,7.76,140,5,1041.12,260.28,90
6565,mag_9.5,na,14.5,43,30,9.33,140,5,1462.18,365.54,90
6566,mag_6.5,na,15,43,30,0.54,140,5,24.83,11.75,90
6567,mag_6.75,na,15,43,30,0.76,140,5,34.87,14.13,90
6568,mag_7,na,15,43,30,1.07,140,5,48.98,16.98,90
6569,mag_7.25,na,15,43,30,1.5,140,5,68.79,20.42,90
6570,mag_7.5,na,15,43,30,2.1,140,5,96.61,24.55,90
6571,mag_7.75,na,15,43,30,2.57,140,5,135.68,33.92,90
6572,mag_8,na,15,43,30,3.09,140,5,190.55,47.64,90
6573,mag_8.25,na,15,43,30,3.72,140,5,267.61,66.9,90
6574,mag_8.5,na,15,43,30,4.47,140,5,375.84,93.96,90
6575,mag_8.75,na,15,43,30,5.37,140,5,527.84,131.96,90
6576,mag_9,na,15,43,30,6.46,140,5,741.31,185.33,90
6577,mag_9.25,na,15,43,30,7.76,140,5,1041.12,260.28,90
6578,mag_9.5,na,15,43,30,9.33,140,5,1462.18,365.54,90
6579,mag_6.5,na,15.5,43,30,0.54,140,5,24.83,11.75,90
6580,mag_6.75,na,15.5,43,30,0.76,140,5,34.87,14.13,90
6581,mag_7,na,15.5,43,30,1.07,140,5,48.98,16.98,90
6582,mag_7.25,na,15.5,43,30,1.5,140,5,68.79,20.42,90
6583,mag_7.5,na,15.5,43,30,2.1,140,5,96.61,24.55,90
6584,mag_7.75,na,15.5,43,30,2.57,140,5,135.68,33.92,90
6585,mag_8,na,15.5,43,30,3.09,140,5,190.55,47.64,90
6586,mag_8.25,na,15.5,43,30,3.72,140,5,267.61,66.9,90
6587,mag_8.5,na,15.5,43,30,4.47,140,5,375.84,93.96,90
6588,mag_8.75,na,15.5,43,30,5.37,140,5,527.84,131.96,90
6589,mag_9,na,15.5,43,30,6.46,140,5,741.31,185.33,90
6590,mag_9.25,na,15.5,43,30,7.76,140,5,1041.12,260.28,90
6591,mag_9.5,na,15.5,43,30,9.33,140,5,1462.18,365.54,90
6592,mag_6.5,na,16,43,30,0.54,140,5,24.83,11.75,90
6593,mag_6.75,na,16,43,30,0.76,140,5,34.87,14.13,90
6594,mag_7,na,16,43,30,1.07,140,5,48.98,16.98,90
6595,mag_7.25,na,16,43,30,1.5,140,5,68.79,20.42,90
6596,mag_7.5,na,16,43,30,2.1,140,5,96.61,24.55,90
6597,mag_7.75,na,16,43,30,2.57,140,5,135.68,33.92,90
6598,mag_8,na,16,43,30,3.09,140,5,190.55,47.64,90
6599,mag_8.25,na,16,43,30,3.72,140,5,267.61,66.9,90
6600,mag_8.5,na,16,43,30,4.47,140,5,375.84,93.96,90
6601,mag_8.75,na,16,43,30,5.37,140,5,527.84,131.96,90
6602,mag_9,na,16,43,30,6.46,140,5,741.31,185.33,90
6603,mag_9.25,na,16,43,30,7.76,140,5,1041.12,260.28,90
6604,mag_9.5,na,16,43,30,9.33,140,5,1462.18,365.54,90
6605,mag_6.5,na,14,43,30,0.54,140,5,24.83,11.75,90
6606,mag_6.75,na,14,43,30,0.76,140,5,34.87,14.13,90
6607,mag_7,na,14,43,30,1.07,140,5,48.98,16.98,90
6608,mag_7.25,na,14,43,30,1.5,140,5,68.79,20.42,90
6609,mag_7.5,na,14,43,30,2.1,140,5,96.61,24.55,90
6610,mag_7.75,na,14,43,30,2.57,140,5,135.68,33.92,90
6611,mag_8,na,14,43,30,3.09,140,5,190.55,47.64,90
6612,mag_8.25,na,14,43,30,3.72,140,5,267.61,66.9,90
6613,mag_8.5,na,14,43,30,4.47,140,5,375.84,93.96,90
6614,mag_8.75,na,14,43,30,5.37,140,5,527.84,131.96,90
6615,mag_9,na,14,43,30,6.46,140,5,741.31,185.33,90
6616,mag_9.25,na,14,43,30,7.76,140,5,1041.12,260.28,90
6617,mag_9.5,na,14,43,30,9.33,140,5,1462.18,365.54,90
6618,mag_6.5,na,16.5,43,30,0.54,140,5,24.83,11.75,90
6619,mag_6.75,na,16.5,43,30,0.76,140,5,34.87,14.13,90
6620,mag_7,na,16.5,43,30,1.07,140,5,48.98,16.98,90
6621,mag_7.25,na,16.5,43,30,1.5,140,5,68.79,20.42,90
6622,mag_7.5,na,16.5,43,30,2.1,140,5,96.61,24.55,90
6623,mag_7.75,na,16.5,43,30,2.57,140,5,135.68,33.92,90
6624,mag_8,na,16.5,43,30,3.09,140,5,190.55,47.64,90
6625,mag_8.25,na,16.5,43,30,3.72,140,5,267.61,66.9,90
6626,mag_8.5,na,16.5,43,30,4.47,140,5,375.84,93.96,90
6627,mag_8.75,na,16.5,43,30,5.37,140,5,527.84,131.96,90
6628,mag_9,na,16.5,43,30,6.46,140,5,741.31,185.33,90
6629,mag_9.25,na,16.5,43,30,7.76,140,5,1041.12,260.28,90
6630,mag_9.5,na,16.5,43,30,9.33,140,5,1462.18,365.54,90
6631,mag_6.5,na,16.5,43.5,40,0.54,312,5,24.83,11.75,110
6632,mag_6.75,na,16.5,43.5,40,0.76,312,5,34.87,14.13,110
6633,mag_7,na,16.5,43.5,40,1.07,312,5,48.98,16.98,110
6634,mag_7.25,na,16.5,43.5,40,1.5,312,5,68.79,20.42,110
6635,mag_7.5,na,16.5,43.5,40,2.1,312,5,96.61,24.55,110
6636,mag_7.75,na,16.5,43.5,40,2.57,312,5,135.68,33.92,110
6637,mag_8,na,16.5,43.5,40,3.09,312,5,190.55,47.64,110
6638,mag_8.25,na,16.5,43.5,40,3.72,312,5,267.61,66.9,110
6639,mag_8.5,na,16.5,43.5,40,4.47,312,5,375.84,93.96,110
6640,mag_8.75,na,16.5,43.5,40,5.37,312,5,527.84,131.96,110
6641,mag_9,na,16.5,43.5,40,6.46,312,5,741.31,185.33,110
6642,mag_9.25,na,16.5,43.5,40,7.76,312,5,1041.12,260.28,110
6643,mag_9.5,na,16.5,43.5,40,9.33,312,5,1462.18,365.54,110
6644,mag_6.5,na,16,43.5,40,0.54,312,5,24.83,11.75,110
6645,mag_6.75,na,16,43.5,40,0.76,312,5,34.87,14.13,110
6646,mag_7,na,16,43.5,40,1.07,312,5,48.98,16.98,110
6647,mag_7.25,na,16,43.5,40,1.5,312,5,68.79,20.42,110
6648,mag_7.5,na,16,43.5,40,2.1,312,5,96.61,24.55,110
6649,mag_7.75,na,16,43.5,40,2.57,312,5,135.68,33.92,110
6650,mag_8,na,16,43.5,40,3.09,312,5,190.55,47.64,110
6651,mag_8.25,na,16,43.5,40,3.72,312,5,267.61,66.9,110
6652,mag_8.5,na,16,43.5,40,4.47,312,5,375.84,93.96,110
6653,mag_8.75,na,16,43.5,40,5.37,312,5,527.84,131.96,110
6654,mag_9,na,16,43.5,40,6.46,312,5,741.31,185.33,110
6655,mag_9.25,na,16,43.5,40,7.76,312,5,1041.12,260.28,110
6656,mag_9.5,na,16,43.5,40,9.33,312,5,1462.18,365.54,110
6657,mag_6.5,na,14,43.5,30,0.54,140,5,24.83,11.75,90
6658,mag_6.75,na,14,43.5,30,0.76,140,5,34.87,14.13,90
6659,mag_7,na,14,43.5,30,1.07,140,5,48.98,16.98,90
6660,mag_7.25,na,14,43.5,30,1.5,140,5,68.79,20.42,90
6661,mag_7.5,na,14,43.5,30,2.1,140,5,96.61,24.55,90
6662,mag_7.75,na,14,43.5,30,2.57,140,5,135.68,33.92,90
6663,mag_8,na,14,43.5,30,3.09,140,5,190.55,47.64,90
6664,mag_8.25,na,14,43.5,30,3.72,140,5,267.61,66.9,90
6665,mag_8.5,na,14,43.5,30,4.47,140,5,375.84,93.96,90
6666,mag_8.75,na,14,43.5,30,5.37,140,5,527.84,131.96,90
6667,mag_9,na,14,43.5,30,6.46,140,5,741.31,185.33,90
6668,mag_9.25,na,14,43.5,30,7.76,140,5,1041.12,260.28,90
6669,mag_9.5,na,14,43.5,30,9.33,140,5,1462.18,365.54,90
6670,mag_6.5,na,14.5,43.5,30,0.54,140,5,24.83,11.75,90
6671,mag_6.75,na,14.5,43.5,30,0.76,140,5,34.87,14.13,90
6672,mag_7,na,14.5,43.5,30,1.07,140,5,48.98,16.98,90
6673,mag_7.25,na,14.5,43.5,30,1.5,140,5,68.79,20.42,90
6674,mag_7.5,na,14.5,43.5,30,2.1,140,5,96.61,24.55,90
6675,mag_7.75,na,14.5,43.5,30,2.57,140,5,135.68,33.92,90
6676,mag_8,na,14.5,43.5,30,3.09,140,5,190.55,47.64,90
6677,mag_8.25,na,14.5,43.5,30,3.72,140,5,267.61,66.9,90
6678,mag_8.5,na,14.5,43.5,30,4.47,140,5,375.84,93.96,90
6679,mag_8.75,na,14.5,43.5,30,5.37,140,5,527.84,131.96,90
6680,mag_9,na,14.5,43.5,30,6.46,140,5,741.31,185.33,90
6681,mag_9.25,na,14.5,43.5,30,7.76,140,5,1041.12,260.28,90
6682,mag_9.5,na,14.5,43.5,30,9.33,140,5,1462.18,365.54,90
6683,mag_6.5,na,15.5,43.5,40,0.54,312,5,24.83,11.75,110
6684,mag_6.75,na,15.5,43.5,40,0.76,312,5,34.87,14.13,110
6685,mag_7,na,15.5,43.5,40,1.07,312,5,48.98,16.98,110
6686,mag_7.25,na,15.5,43.5,40,1.5,312,5,68.79,20.42,110
6687,mag_7.5,na,15.5,43.5,40,2.1,312,5,96.61,24.55,110
6688,mag_7.75,na,15.5,43.5,40,2.57,312,5,135.68,33.92,110
6689,mag_8,na,15.5,43.5,40,3.09,312,5,190.55,47.64,110
6690,mag_8.25,na,15.5,43.5,40,3.72,312,5,267.61,66.9,110
6691,mag_8.5,na,15.5,43.5,40,4.47,312,5,375.84,93.96,110
6692,mag_8.75,na,15.5,43.5,40,5.37,312,5,527.84,131.96,110
6693,mag_9,na,15.5,43.5,40,6.46,312,5,741.31,185.33,110
6694,mag_9.25,na,15.5,43.5,40,7.76,312,5,1041.12,260.28,110
6695,mag_9.5,na,15.5,43.5,40,9.33,312,5,1462.18,365.54,110
6696,mag_6.5,na,15,43.5,30,0.54,140,5,24.83,11.75,90
6697,mag_6.75,na,15,43.5,30,0.76,140,5,34.87,14.13,90
6698,mag_7,na,15,43.5,30,1.07,140,5,48.98,16.98,90
6699,mag_7.25,na,15,43.5,30,1.5,140,5,68.79,20.42,90
6700,mag_7.5,na,15,43.5,30,2.1,140,5,96.61,24.55,90
6701,mag_7.75,na,15,43.5,30,2.57,140,5,135.68,33.92,90
6702,mag_8,na,15,43.5,30,3.09,140,5,190.55,47.64,90
6703,mag_8.25,na,15,43.5,30,3.72,140,5,267.61,66.9,90
6704,mag_8.5,na,15,43.5,30,4.47,140,5,375.84,93.96,90
6705,mag_8.75,na,15,43.5,30,5.37,140,5,527.84,131.96,90
6706,mag_9,na,15,43.5,30,6.46,140,5,741.31,185.33,90
6707,mag_9.25,na,15,43.5,30,7.76,140,5,1041.12,260.28,90
6708,mag_9.5,na,15,43.5,30,9.33,140,5,1462.18,365.54,90
6709,mag_6.5,na,13.5,44,30,0.54,140,5,24.83,11.75,90
6710,mag_6.75,na,13.5,44,30,0.76,140,5,34.87,14.13,90
6711,mag_7,na,13.5,44,30,1.07,140,5,48.98,16.98,90
6712,mag_7.25,na,13.5,44,30,1.5,140,5,68.79,20.42,90
6713,mag_7.5,na,13.5,44,30,2.1,140,5,96.61,24.55,90
6714,mag_7.75,na,13.5,44,30,2.57,140,5,135.68,33.92,90
6715,mag_8,na,13.5,44,30,3.09,140,5,190.55,47.64,90
6716,mag_8.25,na,13.5,44,30,3.72,140,5,267.61,66.9,90
6717,mag_8.5,na,13.5,44,30,4.47,140,5,375.84,93.96,90
6718,mag_8.75,na,13.5,44,30,5.37,140,5,527.84,131.96,90
6719,mag_9,na,13.5,44,30,6.46,140,5,741.31,185.33,90
6720,mag_9.25,na,13.5,44,30,7.76,140,5,1041.12,260.28,90
6721,mag_9.5,na,13.5,44,30,9.33,140,5,1462.18,365.54,90
6722,mag_6.5,na,14,44,30,0.54,140,5,24.83,11.75,90
6723,mag_6.75,na,14,44,30,0.76,140,5,34.87,14.13,90
6724,mag_7,na,14,44,30,1.07,140,5,48.98,16.98,90
6725,mag_7.25,na,14,44,30,1.5,140,5,68.79,20.42,90
6726,mag_7.5,na,14,44,30,2.1,140,5,96.61,24.55,90
6727,mag_7.75,na,14,44,30,2.57,140,5,135.68,33.92,90
6728,mag_8,na,14,44,30,3.09,140,5,190.55,47.64,90
6729,mag_8.25,na,14,44,30,3.72,140,5,267.61,66.9,90
6730,mag_8.5,na,14,44,30,4.47,140,5,375.84,93.96,90
6731,mag_8.75,na,14,44,30,5.37,140,5,527.84,131.96,90
6732,mag_9,na,14,44,30,6.46,140,5,741.31,185.33,90
6733,mag_9.25,na,14,44,30,7.76,140,5,1041.12,260.28,90
6734,mag_9.5,na,14,44,30,9.33,140,5,1462.18,365.54,90
6735,mag_6.5,na,13,44,30,0.54,140,5,24.83,11.75,90
6736,mag_6.75,na,13,44,30,0.76,140,5,34.87,14.13,90
6737,mag_7,na,13,44,30,1.07,140,5,48.98,16.98,90
6738,mag_7.25,na,13,44,30,1.5,140,5,68.79,20.42,90
6739,mag_7.5,na,13,44,30,2.1,140,5,96.61,24.55,90
6740,mag_7.75,na,13,44,30,2.57,140,5,135.68,33.92,90
6741,mag_8,na,13,44,30,3.09,140,5,190.55,47.64,90
6742,mag_8.25,na,13,44,30,3.72,140,5,267.61,66.9,90
6743,mag_8.5,na,13,44,30,4.47,140,5,375.84,93.96,90
6744,mag_8.75,na,13,44,30,5.37,140,5,527.84,131.96,90
6745,mag_9,na,13,44,30,6.46,140,5,741.31,185.33,90
6746,mag_9.25,na,13,44,30,7.76,140,5,1041.12,260.28,90
6747,mag_9.5,na,13,44,30,9.33,140,5,1462.18,365.54,90
6748,mag_6.5,na,14.5,44,30,0.54,140,5,24.83,11.75,90
6749,mag_6.75,na,14.5,44,30,0.76,140,5,34.87,14.13,90
6750,mag_7,na,14.5,44,30,1.07,140,5,48.98,16.98,90
6751,mag_7.25,na,14.5,44,30,1.5,140,5,68.79,20.42,90
6752,mag_7.5,na,14.5,44,30,2.1,140,5,96.61,24.55,90
6753,mag_7.75,na,14.5,44,30,2.57,140,5,135.68,33.92,90
6754,mag_8,na,14.5,44,30,3.09,140,5,190.55,47.64,90
6755,mag_8.25,na,14.5,44,30,3.72,140,5,267.61,66.9,90
6756,mag_8.5,na,14.5,44,30,4.47,140,5,375.84,93.96,90
6757,mag_8.75,na,14.5,44,30,5.37,140,5,527.84,131.96,90
6758,mag_9,na,14.5,44,30,6.46,140,5,741.31,185.33,90
6759,mag_9.25,na,14.5,44,30,7.76,140,5,1041.12,260.28,90
6760,mag_9.5,na,14.5,44,30,9.33,140,5,1462.18,365.54,90
6761,mag_6.5,na,15,44,40,0.54,312,5,24.83,11.75,110
6762,mag_6.75,na,15,44,40,0.76,312,5,34.87,14.13,110
6763,mag_7,na,15,44,40,1.07,312,5,48.98,16.98,110
6764,mag_7.25,na,15,44,40,1.5,312,5,68.79,20.42,110
6765,mag_7.5,na,15,44,40,2.1,312,5,96.61,24.55,110
6766,mag_7.75,na,15,44,40,2.57,312,5,135.68,33.92,110
6767,mag_8,na,15,44,40,3.09,312,5,190.55,47.64,110
6768,mag_8.25,na,15,44,40,3.72,312,5,267.61,66.9,110
6769,mag_8.5,na,15,44,40,4.47,312,5,375.84,93.96,110
6770,mag_8.75,na,15,44,40,5.37,312,5,527.84,131.96,110
6771,mag_9,na,15,44,40,6.46,312,5,741.31,185.33,110
6772,mag_9.25,na,15,44,40,7.76,312,5,1041.12,260.28,110
6773,mag_9.5,na,15,44,40,9.33,312,5,1462.18,365.54,110
6774,mag_6.5,na,12.5,44.5,30,0.54,140,5,24.83,11.75,90
6775,mag_6.75,na,12.5,44.5,30,0.76,140,5,34.87,14.13,90
6776,mag_7,na,12.5,44.5,30,1.07,140,5,48.98,16.98,90
6777,mag_7.25,na,12.5,44.5,30,1.5,140,5,68.79,20.42,90
6778,mag_7.5,na,12.5,44.5,30,2.1,140,5,96.61,24.55,90
6779,mag_7.75,na,12.5,44.5,30,2.57,140,5,135.68,33.92,90
6780,mag_8,na,12.5,44.5,30,3.09,140,5,190.55,47.64,90
6781,mag_8.25,na,12.5,44.5,30,3.72,140,5,267.61,66.9,90
6782,mag_8.5,na,12.5,44.5,30,4.47,140,5,375.84,93.96,90
6783,mag_8.75,na,12.5,44.5,30,5.37,140,5,527.84,131.96,90
6784,mag_9,na,12.5,44.5,30,6.46,140,5,741.31,185.33,90
6785,mag_9.25,na,12.5,44.5,30,7.76,140,5,1041.12,260.28,90
6786,mag_9.5,na,12.5,44.5,30,9.33,140,5,1462.18,365.54,90
6787,mag_6.5,na,14.5,44.5,40,0.54,312,5,24.83,11.75,110
6788,mag_6.75,na,14.5,44.5,40,0.76,312,5,34.87,14.13,110
6789,mag_7,na,14.5,44.5,40,1.07,312,5,48.98,16.98,110
6790,mag_7.25,na,14.5,44.5,40,1.5,312,5,68.79,20.42,110
6791,mag_7.5,na,14.5,44.5,40,2.1,312,5,96.61,24.55,110
6792,mag_7.75,na,14.5,44.5,40,2.57,312,5,135.68,33.92,110
6793,mag_8,na,14.5,44.5,40,3.09,312,5,190.55,47.64,110
6794,mag_8.25,na,14.5,44.5,40,3.72,312,5,267.61,66.9,110
6795,mag_8.5,na,14.5,44.5,40,4.47,312,5,375.84,93.96,110
6796,mag_8.75,na,14.5,44.5,40,5.37,312,5,527.84,131.96,110
6797,mag_9,na,14.5,44.5,40,6.46,312,5,741.31,185.33,110
6798,mag_9.25,na,14.5,44.5,40,7.76,312,5,1041.12,260.28,110
6799,mag_9.5,na,14.5,44.5,40,9.33,312,5,1462.18,365.54,110
6800,mag_6.5,na,14.5,45,40,0.54,312,5,24.83,11.75,110
6801,mag_6.75,na,14.5,45,40,0.76,312,5,34.87,14.13,110
