ID,Locator,Filename/URL,Longitude,Latitude,Dip Angle,Slip(m),Strike Angle,Depth (km),Length(km),Width(km),Rake(deg)
1,mag_6.5,na,33,32.5,35,0.54,305,5,24.83,11.75,110
2,mag_6.75,na,33,32.5,35,0.76,305,5,34.87,14.13,110
3,mag_7,na,33,32.5,35,1.07,305,5,48.98,16.98,110
4,mag_7.25,na,33,32.5,35,1.5,305,5,68.79,20.42,110
5,mag_7.5,na,33,32.5,35,2.1,305,5,96.61,24.55,110
6,mag_7.75,na,33,32.5,35,2.57,305,5,135.68,33.92,110
7,mag_8,na,33,32.5,35,3.09,305,5,190.55,47.64,110
8,mag_8.25,na,33,32.5,35,3.72,305,5,267.61,66.9,110
9,mag_8.5,na,33,32.5,35,4.47,305,5,375.84,93.96,110
10,mag_8.75,na,33,32.5,35,5.37,305,5,527.84,131.96,110
11,mag_9,na,33,32.5,35,6.46,305,5,741.31,185.33,110
12,mag_9.25,na,33,32.5,35,7.76,305,5,1041.12,260.28,110
13,mag_9.5,na,33,32.5,35,9.33,305,5,1462.18,365.54,110
14,mag_6.5,na,33.5,32.5,35,0.54,305,5,24.83,11.75,110
15,mag_6.75,na,33.5,32.5,35,0.76,305,5,34.87,14.13,110
16,mag_7,na,33.5,32.5,35,1.07,305,5,48.98,16.98,110
17,mag_7.25,na,33.5,32.5,35,1.5,305,5,68.79,20.42,110
18,mag_7.5,na,33.5,32.5,35,2.1,305,5,96.61,24.55,110
19,mag_7.75,na,33.5,32.5,35,2.57,305,5,135.68,33.92,110
20,mag_8,na,33.5,32.5,35,3.09,305,5,190.55,47.64,110
21,mag_8.25,na,33.5,32.5,35,3.72,305,5,267.61,66.9,110
22,mag_8.5,na,33.5,32.5,35,4.47,305,5,375.84,93.96,110
23,mag_8.75,na,33.5,32.5,35,5.37,305,5,527.84,131.96,110
24,mag_9,na,33.5,32.5,35,6.46,305,5,741.31,185.33,110
25,mag_9.25,na,33.5,32.5,35,7.76,305,5,1041.12,260.28,110
26,mag_9.5,na,33.5,32.5,35,9.33,305,5,1462.18,365.54,110
27,mag_6.5,na,34,32.5,35,0.54,305,5,24.83,11.75,110
28,mag_6.75,na,34,32.5,35,0.76,305,5,34.87,14.13,110
29,mag_7,na,34,32.5,35,1.07,305,5,48.98,16.98,110
30,mag_7.25,na,34,32.5,35,1.5,305,5,68.79,20.42,110
31,mag_7.5,na,34,32.5,35,2.1,305,5,96.61,24.55,110
32,mag_7.75,na,34,32.5,35,2.57,305,5,135.68,33.92,110
33,mag_8,na,34,32.5,35,3.09,305,5,190.55,47.64,110
34,mag_8.25,na,34,32.5,35,3.72,305,5,267.61,66.9,110
35,mag_8.5,na,34,32.5,35,4.47,305,5,375.84,93.96,110
36,mag_8.75,na,34,32.5,35,5.37,305,5,527.84,131.96,110
37,mag_9,na,34,32.5,35,6.46,305,5,741.31,185.33,110
38,mag_9.25,na,34,32.5,35,7.76,305,5,1041.12,260.28,110
39,mag_9.5,na,34,32.5,35,9.33,305,5,1462.18,365.54,110
40,mag_6.5,na,31.5,32.5,35,0.54,305,5,24.83,11.75,110
41,mag_6.75,na,31.5,32.5,35,0.76,305,5,34.87,14.13,110
42,mag_7,na,31.5,32.5,35,1.07,305,5,48.98,16.98,110
43,mag_7.25,na,31.5,32.5,35,1.5,305,5,68.79,20.42,110
44,mag_7.5,na,31.5,32.5,35,2.1,305,5,96.61,24.55,110
45,mag_7.75,na,31.5,32.5,35,2.57,305,5,135.68,33.92,110
46,mag_8,na,31.5,32.5,35,3.09,305,5,190.55,47.64,110
47,mag_8.25,na,31.5,32.5,35,3.72,305,5,267.61,66.9,110
48,mag_8.5,na,31.5,32.5,35,4.47,305,5,375.84,93.96,110
49,mag_8.75,na,31.5,32.5,35,5.37,305,5,527.84,131.96,110
50,mag_9,na,31.5,32.5,35,6.46,305,5,741.31,185.33,110
51,mag_9.25,na,31.5,32.5,35,7.76,305,5,1041.12,260.28,110
52,mag_9.5,na,31.5,32.5,35,9.33,305,5,1462.18,365.54,110
53,mag_6.5,na,32,32.5,35,0.54,305,5,24.83,11.75,110
54,mag_6.75,na,32,32.5,35,0.76,305,5,34.87,14.13,110
55,mag_7,na,32,32.5,35,1.07,305,5,48.98,16.98,110
56,mag_7.25,na,32,32.5,35,1.5,305,5,68.79,20.42,110
57,mag_7.5,na,32,32.5,35,2.1,305,5,96.61,24.55,110
58,mag_7.75,na,32,32.5,35,2.57,305,5,135.68,33.92,110
59,mag_8,na,32,32.5,35,3.09,305,5,190.55,47.64,110
60,mag_8.25,na,32,32.5,35,3.72,305,5,267.61,66.9,110
61,mag_8.5,na,32,32.5,35,4.47,305,5,375.84,93.96,110
62,mag_8.75,na,32,32.5,35,5.37,305,5,527.84,131.96,110
63,mag_9,na,32,32.5,35,6.46,305,5,741.31,185.33,110
64,mag_9.25,na,32,32.5,35,7.76,305,5,1041.12,260.28,110
65,mag_9.5,na,32,32.5,35,9.33,305,5,1462.18,365.54,110
66,mag_6.5,na,34.5,32.5,35,0.54,305,5,24.83,11.75,110
67,mag_6.75,na,34.5,32.5,35,0.76,305,5,34.87,14.13,110
68,mag_7,na,34.5,32.5,35,1.07,305,5,48.98,16.98,110
69,mag_7.25,na,34.5,32.5,35,1.5,305,5,68.79,20.42,110
70,mag_7.5,na,34.5,32.5,35,2.1,305,5,96.61,24.55,110
71,mag_7.75,na,34.5,32.5,35,2.57,305,5,135.68,33.92,110
72,mag_8,na,34.5,32.5,35,3.09,305,5,190.55,47.64,110
73,mag_8.25,na,34.5,32.5,35,3.72,305,5,267.61,66.9,110
74,mag_8.5,na,34.5,32.5,35,4.47,305,5,375.84,93.96,110
75,mag_8.75,na,34.5,32.5,35,5.37,305,5,527.84,131.96,110
76,mag_9,na,34.5,32.5,35,6.46,305,5,741.31,185.33,110
77,mag_9.25,na,34.5,32.5,35,7.76,305,5,1041.12,260.28,110
78,mag_9.5,na,34.5,32.5,35,9.33,305,5,1462.18,365.54,110
79,mag_6.5,na,32.5,32.5,35,0.54,305,5,24.83,11.75,110
80,mag_6.75,na,32.5,32.5,35,0.76,305,5,34.87,14.13,110
81,mag_7,na,32.5,32.5,35,1.07,305,5,48.98,16.98,110
82,mag_7.25,na,32.5,32.5,35,1.5,305,5,68.79,20.42,110
83,mag_7.5,na,32.5,32.5,35,2.1,305,5,96.61,24.55,110
84,mag_7.75,na,32.5,32.5,35,2.57,305,5,135.68,33.92,110
85,mag_8,na,32.5,32.5,35,3.09,305,5,190.55,47.64,110
86,mag_8.25,na,32.5,32.5,35,3.72,305,5,267.61,66.9,110
87,mag_8.5,na,32.5,32.5,35,4.47,305,5,375.84,93.96,110
88,mag_8.75,na,32.5,32.5,35,5.37,305,5,527.84,131.96,110
89,mag_9,na,32.5,32.5,35,6.46,305,5,741.31,185.33,110
90,mag_9.25,na,32.5,32.5,35,7.76,305,5,1041.12,260.28,110
91,mag_9.5,na,32.5,32.5,35,9.33,305,5,1462.18,365.54,110
92,mag_6.5,na,34,33,35,0.54,305,5,24.83,11.75,110
93,mag_6.75,na,34,33,35,0.76,305,5,34.87,14.13,110
94,mag_7,na,34,33,35,1.07,305,5,48.98,16.98,110
95,mag_7.25,na,34,33,35,1.5,305,5,68.79,20.42,110
96,mag_7.5,na,34,33,35,2.1,305,5,96.61,24.55,110
97,mag_7.75,na,34,33,35,2.57,305,5,135.68,33.92,110
98,mag_8,na,34,33,35,3.09,305,5,190.55,47.64,110
99,mag_8.25,na,34,33,35,3.72,305,5,267.61,66.9,110
100,mag_8.5,na,34,33,35,4.47,305,5,375.84,93.96,110
101,mag_8.75,na,34,33,35,5.37,305,5,527.84,131.96,110
102,mag_9,na,34,33,35,6.46,305,5,741.31,185.33,110
103,mag_9.25,na,34,33,35,7.76,305,5,1041.12,260.28,110
104,mag_9.5,na,34,33,35,9.33,305,5,1462.18,365.54,110
105,mag_6.5,na,34.5,33,35,0.54,305,5,24.83,11.75,110
106,mag_6.75,na,34.5,33,35,0.76,305,5,34.87,14.13,110
107,mag_7,na,34.5,33,35,1.07,305,5,48.98,16.98,110
108,mag_7.25,na,34.5,33,35,1.5,305,5,68.79,20.42,110
109,mag_7.5,na,34.5,33,35,2.1,305,5,96.61,24.55,110
110,mag_7.75,na,34.5,33,35,2.57,305,5,135.68,33.92,110
111,mag_8,na,34.5,33,35,3.09,305,5,190.55,47.64,110
112,mag_8.25,na,34.5,33,35,3.72,305,5,267.61,66.9,110
113,mag_8.5,na,34.5,33,35,4.47,305,5,375.84,93.96,110
114,mag_8.75,na,34.5,33,35,5.37,305,5,527.84,131.96,110
115,mag_9,na,34.5,33,35,6.46,305,5,741.31,185.33,110
116,mag_9.25,na,34.5,33,35,7.76,305,5,1041.12,260.28,110
117,mag_9.5,na,34.5,33,35,9.33,305,5,1462.18,365.54,110
118,mag_6.5,na,33.5,33,35,0.54,305,5,24.83,11.75,110
119,mag_6.75,na,33.5,33,35,0.76,305,5,34.87,14.13,110
120,mag_7,na,33.5,33,35,1.07,305,5,48.98,16.98,110
121,mag_7.25,na,33.5,33,35,1.5,305,5,68.79,20.42,110
122,mag_7.5,na,33.5,33,35,2.1,305,5,96.61,24.55,110
123,mag_7.75,na,33.5,33,35,2.57,305,5,135.68,33.92,110
124,mag_8,na,33.5,33,35,3.09,305,5,190.55,47.64,110
125,mag_8.25,na,33.5,33,35,3.72,305,5,267.61,66.9,110
126,mag_8.5,na,33.5,33,35,4.47,305,5,375.84,93.96,110
127,mag_8.75,na,33.5,33,35,5.37,305,5,527.84,131.96,110
128,mag_9,na,33.5,33,35,6.46,305,5,741.31,185.33,110
129,mag_9.25,na,33.5,33,35,7.76,305,5,1041.12,260.28,110
130,mag_9.5,na,33.5,33,35,9.33,305,5,1462.18,365.54,110
131,mag_6.5,na,33,33,35,0.54,305,5,24.83,11.75,110
132,mag_6.75,na,33,33,35,0.76,305,5,34.87,14.13,110
133,mag_7,na,33,33,35,1.07,305,5,48.98,16.98,110
134,mag_7.25,na,33,33,35,1.5,305,5,68.79,20.42,110
135,mag_7.5,na,33,33,35,2.1,305,5,96.61,24.55,110
136,mag_7.75,na,33,33,35,2.57,305,5,135.68,33.92,110
137,mag_8,na,33,33,35,3.09,305,5,190.55,47.64,110
138,mag_8.25,na,33,33,35,3.72,305,5,267.61,66.9,110
139,mag_8.5,na,33,33,35,4.47,305,5,375.84,93.96,110
140,mag_8.75,na,33,33,35,5.37,305,5,527.84,131.96,110
141,mag_9,na,33,33,35,6.46,305,5,741.31,185.33,110
142,mag_9.25,na,33,33,35,7.76,305,5,1041.12,260.28,110
143,mag_9.5,na,33,33,35,9.33,305,5,1462.18,365.54,110
144,mag_6.5,na,32.5,33,35,0.54,305,5,24.83,11.75,110
145,mag_6.75,na,32.5,33,35,0.76,305,5,34.87,14.13,110
146,mag_7,na,32.5,33,35,1.07,305,5,48.98,16.98,110
147,mag_7.25,na,32.5,33,35,1.5,305,5,68.79,20.42,110
148,mag_7.5,na,32.5,33,35,2.1,305,5,96.61,24.55,110
149,mag_7.75,na,32.5,33,35,2.57,305,5,135.68,33.92,110
150,mag_8,na,32.5,33,35,3.09,305,5,190.55,47.64,110
151,mag_8.25,na,32.5,33,35,3.72,305,5,267.61,66.9,110
152,mag_8.5,na,32.5,33,35,4.47,305,5,375.84,93.96,110
153,mag_8.75,na,32.5,33,35,5.37,305,5,527.84,131.96,110
154,mag_9,na,32.5,33,35,6.46,305,5,741.31,185.33,110
155,mag_9.25,na,32.5,33,35,7.76,305,5,1041.12,260.28,110
156,mag_9.5,na,32.5,33,35,9.33,305,5,1462.18,365.54,110
157,mag_6.5,na,32,33,35,0.54,305,5,24.83,11.75,110
158,mag_6.75,na,32,33,35,0.76,305,5,34.87,14.13,110
159,mag_7,na,32,33,35,1.07,305,5,48.98,16.98,110
160,mag_7.25,na,32,33,35,1.5,305,5,68.79,20.42,110
161,mag_7.5,na,32,33,35,2.1,305,5,96.61,24.55,110
162,mag_7.75,na,32,33,35,2.57,305,5,135.68,33.92,110
163,mag_8,na,32,33,35,3.09,305,5,190.55,47.64,110
164,mag_8.25,na,32,33,35,3.72,305,5,267.61,66.9,110
165,mag_8.5,na,32,33,35,4.47,305,5,375.84,93.96,110
166,mag_8.75,na,32,33,35,5.37,305,5,527.84,131.96,110
167,mag_9,na,32,33,35,6.46,305,5,741.31,185.33,110
168,mag_9.25,na,32,33,35,7.76,305,5,1041.12,260.28,110
169,mag_9.5,na,32,33,35,9.33,305,5,1462.18,365.54,110
170,mag_6.5,na,31.5,33,35,0.54,305,5,24.83,11.75,110
171,mag_6.75,na,31.5,33,35,0.76,305,5,34.87,14.13,110
172,mag_7,na,31.5,33,35,1.07,305,5,48.98,16.98,110
173,mag_7.25,na,31.5,33,35,1.5,305,5,68.79,20.42,110
174,mag_7.5,na,31.5,33,35,2.1,305,5,96.61,24.55,110
175,mag_7.75,na,31.5,33,35,2.57,305,5,135.68,33.92,110
176,mag_8,na,31.5,33,35,3.09,305,5,190.55,47.64,110
177,mag_8.25,na,31.5,33,35,3.72,305,5,267.61,66.9,110
178,mag_8.5,na,31.5,33,35,4.47,305,5,375.84,93.96,110
179,mag_8.75,na,31.5,33,35,5.37,305,5,527.84,131.96,110
180,mag_9,na,31.5,33,35,6.46,305,5,741.31,185.33,110
181,mag_9.25,na,31.5,33,35,7.76,305,5,1041.12,260.28,110
182,mag_9.5,na,31.5,33,35,9.33,305,5,1462.18,365.54,110
183,mag_6.5,na,35,33,75,0.54,340,5,24.83,11.75,0
184,mag_6.75,na,35,33,75,0.76,340,5,34.87,14.13,0
185,mag_7,na,35,33,75,1.07,340,5,48.98,16.98,0
186,mag_7.25,na,35,33,75,1.5,340,5,68.79,20.42,0
187,mag_7.5,na,35,33,75,2.1,340,5,96.61,24.55,0
188,mag_7.75,na,35,33,75,2.57,340,5,135.68,33.92,0
189,mag_8,na,35,33,75,3.09,340,5,190.55,47.64,0
190,mag_8.25,na,35,33,75,3.72,340,5,267.61,66.9,0
191,mag_8.5,na,35,33,75,4.47,340,5,375.84,93.96,0
192,mag_8.75,na,35,33,75,5.37,340,5,527.84,131.96,0
193,mag_9,na,35,33,75,6.46,340,5,741.31,185.33,0
194,mag_9.25,na,35,33,75,7.76,340,5,1041.12,260.28,0
195,mag_9.5,na,35,33,75,9.33,340,5,1462.18,365.54,0
196,mag_6.5,na,27.5,33.5,25,0.54,303,5,24.83,11.75,90
197,mag_6.75,na,27.5,33.5,25,0.76,303,5,34.87,14.13,90
198,mag_7,na,27.5,33.5,25,1.07,303,5,48.98,16.98,90
199,mag_7.25,na,27.5,33.5,25,1.5,303,5,68.79,20.42,90
200,mag_7.5,na,27.5,33.5,25,2.1,303,5,96.61,24.55,90
201,mag_7.75,na,27.5,33.5,25,2.57,303,5,135.68,33.92,90
202,mag_8,na,27.5,33.5,25,3.09,303,5,190.55,47.64,90
203,mag_8.25,na,27.5,33.5,25,3.72,303,5,267.61,66.9,90
204,mag_8.5,na,27.5,33.5,25,4.47,303,5,375.84,93.96,90
205,mag_8.75,na,27.5,33.5,25,5.37,303,5,527.84,131.96,90
206,mag_9,na,27.5,33.5,25,6.46,303,5,741.31,185.33,90
207,mag_9.25,na,27.5,33.5,25,7.76,303,5,1041.12,260.28,90
208,mag_9.5,na,27.5,33.5,25,9.33,303,5,1462.18,365.54,90
209,mag_6.5,na,32,33.5,35,0.54,305,5,24.83,11.75,110
210,mag_6.75,na,32,33.5,35,0.76,305,5,34.87,14.13,110
211,mag_7,na,32,33.5,35,1.07,305,5,48.98,16.98,110
212,mag_7.25,na,32,33.5,35,1.5,305,5,68.79,20.42,110
213,mag_7.5,na,32,33.5,35,2.1,305,5,96.61,24.55,110
214,mag_7.75,na,32,33.5,35,2.57,305,5,135.68,33.92,110
215,mag_8,na,32,33.5,35,3.09,305,5,190.55,47.64,110
216,mag_8.25,na,32,33.5,35,3.72,305,5,267.61,66.9,110
217,mag_8.5,na,32,33.5,35,4.47,305,5,375.84,93.96,110
218,mag_8.75,na,32,33.5,35,5.37,305,5,527.84,131.96,110
219,mag_9,na,32,33.5,35,6.46,305,5,741.31,185.33,110
220,mag_9.25,na,32,33.5,35,7.76,305,5,1041.12,260.28,110
221,mag_9.5,na,32,33.5,35,9.33,305,5,1462.18,365.54,110
222,mag_6.5,na,35,33.5,75,0.54,340,5,24.83,11.75,0
223,mag_6.75,na,35,33.5,75,0.76,340,5,34.87,14.13,0
224,mag_7,na,35,33.5,75,1.07,340,5,48.98,16.98,0
225,mag_7.25,na,35,33.5,75,1.5,340,5,68.79,20.42,0
226,mag_7.5,na,35,33.5,75,2.1,340,5,96.61,24.55,0
227,mag_7.75,na,35,33.5,75,2.57,340,5,135.68,33.92,0
228,mag_8,na,35,33.5,75,3.09,340,5,190.55,47.64,0
229,mag_8.25,na,35,33.5,75,3.72,340,5,267.61,66.9,0
230,mag_8.5,na,35,33.5,75,4.47,340,5,375.84,93.96,0
231,mag_8.75,na,35,33.5,75,5.37,340,5,527.84,131.96,0
232,mag_9,na,35,33.5,75,6.46,340,5,741.31,185.33,0
233,mag_9.25,na,35,33.5,75,7.76,340,5,1041.12,260.28,0
234,mag_9.5,na,35,33.5,75,9.33,340,5,1462.18,365.54,0
235,mag_6.5,na,34.5,33.5,35,0.54,305,5,24.83,11.75,110
236,mag_6.75,na,34.5,33.5,35,0.76,305,5,34.87,14.13,110
237,mag_7,na,34.5,33.5,35,1.07,305,5,48.98,16.98,110
238,mag_7.25,na,34.5,33.5,35,1.5,305,5,68.79,20.42,110
239,mag_7.5,na,34.5,33.5,35,2.1,305,5,96.61,24.55,110
240,mag_7.75,na,34.5,33.5,35,2.57,305,5,135.68,33.92,110
241,mag_8,na,34.5,33.5,35,3.09,305,5,190.55,47.64,110
242,mag_8.25,na,34.5,33.5,35,3.72,305,5,267.61,66.9,110
243,mag_8.5,na,34.5,33.5,35,4.47,305,5,375.84,93.96,110
244,mag_8.75,na,34.5,33.5,35,5.37,305,5,527.84,131.96,110
245,mag_9,na,34.5,33.5,35,6.46,305,5,741.31,185.33,110
246,mag_9.25,na,34.5,33.5,35,7.76,305,5,1041.12,260.28,110
247,mag_9.5,na,34.5,33.5,35,9.33,305,5,1462.18,365.54,110
248,mag_6.5,na,34,33.5,35,0.54,305,5,24.83,11.75,110
249,mag_6.75,na,34,33.5,35,0.76,305,5,34.87,14.13,110
250,mag_7,na,34,33.5,35,1.07,305,5,48.98,16.98,110
251,mag_7.25,na,34,33.5,35,1.5,305,5,68.79,20.42,110
252,mag_7.5,na,34,33.5,35,2.1,305,5,96.61,24.55,110
253,mag_7.75,na,34,33.5,35,2.57,305,5,135.68,33.92,110
254,mag_8,na,34,33.5,35,3.09,305,5,190.55,47.64,110
255,mag_8.25,na,34,33.5,35,3.72,305,5,267.61,66.9,110
256,mag_8.5,na,34,33.5,35,4.47,305,5,375.84,93.96,110
257,mag_8.75,na,34,33.5,35,5.37,305,5,527.84,131.96,110
258,mag_9,na,34,33.5,35,6.46,305,5,741.31,185.33,110
259,mag_9.25,na,34,33.5,35,7.76,305,5,1041.12,260.28,110
260,mag_9.5,na,34,33.5,35,9.33,305,5,1462.18,365.54,110
261,mag_6.5,na,33.5,33.5,35,0.54,305,5,24.83,11.75,110
262,mag_6.75,na,33.5,33.5,35,0.76,305,5,34.87,14.13,110
263,mag_7,na,33.5,33.5,35,1.07,305,5,48.98,16.98,110
264,mag_7.25,na,33.5,33.5,35,1.5,305,5,68.79,20.42,110
265,mag_7.5,na,33.5,33.5,35,2.1,305,5,96.61,24.55,110
266,mag_7.75,na,33.5,33.5,35,2.57,305,5,135.68,33.92,110
267,mag_8,na,33.5,33.5,35,3.09,305,5,190.55,47.64,110
268,mag_8.25,na,33.5,33.5,35,3.72,305,5,267.61,66.9,110
269,mag_8.5,na,33.5,33.5,35,4.47,305,5,375.84,93.96,110
270,mag_8.75,na,33.5,33.5,35,5.37,305,5,527.84,131.96,110
271,mag_9,na,33.5,33.5,35,6.46,305,5,741.31,185.33,110
272,mag_9.25,na,33.5,33.5,35,7.76,305,5,1041.12,260.28,110
273,mag_9.5,na,33.5,33.5,35,9.33,305,5,1462.18,365.54,110
274,mag_6.5,na,32.5,33.5,35,0.54,305,5,24.83,11.75,110
275,mag_6.75,na,32.5,33.5,35,0.76,305,5,34.87,14.13,110
276,mag_7,na,32.5,33.5,35,1.07,305,5,48.98,16.98,110
277,mag_7.25,na,32.5,33.5,35,1.5,305,5,68.79,20.42,110
278,mag_7.5,na,32.5,33.5,35,2.1,305,5,96.61,24.55,110
279,mag_7.75,na,32.5,33.5,35,2.57,305,5,135.68,33.92,110
280,mag_8,na,32.5,33.5,35,3.09,305,5,190.55,47.64,110
281,mag_8.25,na,32.5,33.5,35,3.72,305,5,267.61,66.9,110
282,mag_8.5,na,32.5,33.5,35,4.47,305,5,375.84,93.96,110
283,mag_8.75,na,32.5,33.5,35,5.37,305,5,527.84,131.96,110
284,mag_9,na,32.5,33.5,35,6.46,305,5,741.31,185.33,110
285,mag_9.25,na,32.5,33.5,35,7.76,305,5,1041.12,260.28,110
286,mag_9.5,na,32.5,33.5,35,9.33,305,5,1462.18,365.54,110
287,mag_6.5,na,31.5,33.5,35,0.54,305,5,24.83,11.75,110
288,mag_6.75,na,31.5,33.5,35,0.76,305,5,34.87,14.13,110
289,mag_7,na,31.5,33.5,35,1.07,305,5,48.98,16.98,110
290,mag_7.25,na,31.5,33.5,35,1.5,305,5,68.79,20.42,110
291,mag_7.5,na,31.5,33.5,35,2.1,305,5,96.61,24.55,110
292,mag_7.75,na,31.5,33.5,35,2.57,305,5,135.68,33.92,110
293,mag_8,na,31.5,33.5,35,3.09,305,5,190.55,47.64,110
294,mag_8.25,na,31.5,33.5,35,3.72,305,5,267.61,66.9,110
295,mag_8.5,na,31.5,33.5,35,4.47,305,5,375.84,93.96,110
296,mag_8.75,na,31.5,33.5,35,5.37,305,5,527.84,131.96,110
297,mag_9,na,31.5,33.5,35,6.46,305,5,741.31,185.33,110
298,mag_9.25,na,31.5,33.5,35,7.76,305,5,1041.12,260.28,110
299,mag_9.5,na,31.5,33.5,35,9.33,305,5,1462.18,365.54,110
300,mag_6.5,na,24,33.5,29,0.54,305,5,24.83,11.75,105
301,mag_6.75,na,24,33.5,29,0.76,305,5,34.87,14.13,105
302,mag_7,na,24,33.5,29,1.07,305,5,48.98,16.98,105
303,mag_7.25,na,24,33.5,29,1.5,305,5,68.79,20.42,105
304,mag_7.5,na,24,33.5,29,2.1,305,5,96.61,24.55,105
305,mag_7.75,na,24,33.5,29,2.57,305,5,135.68,33.92,105
306,mag_8,na,24,33.5,29,3.09,305,5,190.55,47.64,105
307,mag_8.25,na,24,33.5,29,3.72,305,5,267.61,66.9,105
308,mag_8.5,na,24,33.5,29,4.47,305,5,375.84,93.96,105
309,mag_8.75,na,24,33.5,29,5.37,305,5,527.84,131.96,105
310,mag_9,na,24,33.5,29,6.46,305,5,741.31,185.33,105
311,mag_9.25,na,24,33.5,29,7.76,305,5,1041.12,260.28,105
312,mag_9.5,na,24,33.5,29,9.33,305,5,1462.18,365.54,105
313,mag_6.5,na,26.5,33.5,47,0.54,291,5,24.83,11.75,99
314,mag_6.75,na,26.5,33.5,47,0.76,291,5,34.87,14.13,99
315,mag_7,na,26.5,33.5,47,1.07,291,5,48.98,16.98,99
316,mag_7.25,na,26.5,33.5,47,1.5,291,5,68.79,20.42,99
317,mag_7.5,na,26.5,33.5,47,2.1,291,5,96.61,24.55,99
318,mag_7.75,na,26.5,33.5,47,2.57,291,5,135.68,33.92,99
319,mag_8,na,26.5,33.5,47,3.09,291,5,190.55,47.64,99
320,mag_8.25,na,26.5,33.5,47,3.72,291,5,267.61,66.9,99
321,mag_8.5,na,26.5,33.5,47,4.47,291,5,375.84,93.96,99
322,mag_8.75,na,26.5,33.5,47,5.37,291,5,527.84,131.96,99
323,mag_9,na,26.5,33.5,47,6.46,291,5,741.31,185.33,99
324,mag_9.25,na,26.5,33.5,47,7.76,291,5,1041.12,260.28,99
325,mag_9.5,na,26.5,33.5,47,9.33,291,5,1462.18,365.54,99
326,mag_6.5,na,23.5,33.5,29,0.54,305,5,24.83,11.75,105
327,mag_6.75,na,23.5,33.5,29,0.76,305,5,34.87,14.13,105
328,mag_7,na,23.5,33.5,29,1.07,305,5,48.98,16.98,105
329,mag_7.25,na,23.5,33.5,29,1.5,305,5,68.79,20.42,105
330,mag_7.5,na,23.5,33.5,29,2.1,305,5,96.61,24.55,105
331,mag_7.75,na,23.5,33.5,29,2.57,305,5,135.68,33.92,105
332,mag_8,na,23.5,33.5,29,3.09,305,5,190.55,47.64,105
333,mag_8.25,na,23.5,33.5,29,3.72,305,5,267.61,66.9,105
334,mag_8.5,na,23.5,33.5,29,4.47,305,5,375.84,93.96,105
335,mag_8.75,na,23.5,33.5,29,5.37,305,5,527.84,131.96,105
336,mag_9,na,23.5,33.5,29,6.46,305,5,741.31,185.33,105
337,mag_9.25,na,23.5,33.5,29,7.76,305,5,1041.12,260.28,105
338,mag_9.5,na,23.5,33.5,29,9.33,305,5,1462.18,365.54,105
339,mag_6.5,na,26,33.5,47,0.54,291,5,24.83,11.75,99
340,mag_6.75,na,26,33.5,47,0.76,291,5,34.87,14.13,99
341,mag_7,na,26,33.5,47,1.07,291,5,48.98,16.98,99
342,mag_7.25,na,26,33.5,47,1.5,291,5,68.79,20.42,99
343,mag_7.5,na,26,33.5,47,2.1,291,5,96.61,24.55,99
344,mag_7.75,na,26,33.5,47,2.57,291,5,135.68,33.92,99
345,mag_8,na,26,33.5,47,3.09,291,5,190.55,47.64,99
346,mag_8.25,na,26,33.5,47,3.72,291,5,267.61,66.9,99
347,mag_8.5,na,26,33.5,47,4.47,291,5,375.84,93.96,99
348,mag_8.75,na,26,33.5,47,5.37,291,5,527.84,131.96,99
349,mag_9,na,26,33.5,47,6.46,291,5,741.31,185.33,99
350,mag_9.25,na,26,33.5,47,7.76,291,5,1041.12,260.28,99
351,mag_9.5,na,26,33.5,47,9.33,291,5,1462.18,365.54,99
352,mag_6.5,na,25.5,33.5,47,0.54,291,5,24.83,11.75,99
353,mag_6.75,na,25.5,33.5,47,0.76,291,5,34.87,14.13,99
354,mag_7,na,25.5,33.5,47,1.07,291,5,48.98,16.98,99
355,mag_7.25,na,25.5,33.5,47,1.5,291,5,68.79,20.42,99
356,mag_7.5,na,25.5,33.5,47,2.1,291,5,96.61,24.55,99
357,mag_7.75,na,25.5,33.5,47,2.57,291,5,135.68,33.92,99
358,mag_8,na,25.5,33.5,47,3.09,291,5,190.55,47.64,99
359,mag_8.25,na,25.5,33.5,47,3.72,291,5,267.61,66.9,99
360,mag_8.5,na,25.5,33.5,47,4.47,291,5,375.84,93.96,99
361,mag_8.75,na,25.5,33.5,47,5.37,291,5,527.84,131.96,99
362,mag_9,na,25.5,33.5,47,6.46,291,5,741.31,185.33,99
363,mag_9.25,na,25.5,33.5,47,7.76,291,5,1041.12,260.28,99
364,mag_9.5,na,25.5,33.5,47,9.33,291,5,1462.18,365.54,99
365,mag_6.5,na,25,33.5,47,0.54,291,5,24.83,11.75,99
366,mag_6.75,na,25,33.5,47,0.76,291,5,34.87,14.13,99
367,mag_7,na,25,33.5,47,1.07,291,5,48.98,16.98,99
368,mag_7.25,na,25,33.5,47,1.5,291,5,68.79,20.42,99
369,mag_7.5,na,25,33.5,47,2.1,291,5,96.61,24.55,99
370,mag_7.75,na,25,33.5,47,2.57,291,5,135.68,33.92,99
371,mag_8,na,25,33.5,47,3.09,291,5,190.55,47.64,99
372,mag_8.25,na,25,33.5,47,3.72,291,5,267.61,66.9,99
373,mag_8.5,na,25,33.5,47,4.47,291,5,375.84,93.96,99
374,mag_8.75,na,25,33.5,47,5.37,291,5,527.84,131.96,99
