id	lat	long	$gauge	
1474	50.678	156.139	Russia - Severo Kurilsk (web) 	
1495	50.727	1.577	France - Boulogne-Sur-Mer 	
1444	50.969	1.868	France - Calais 	
2520	51.04809	2.366698	France - Dunkerque	
68	51.069	-164.011	Station 46402 - 240 NM South of Dutch Harbor- AK	
39	51.06956	-164.0105	240 NM South of Dutch Harbor- AK	
832	51.6496	-9.9034	Ireland - Castletownbere 	
1484	51.727	157.989	Russia - Vodopadnaya 	
801	51.863	-176.632	USA - Adak_AK 	
1275	52.232	-174.173	USA - Atka- AK	
69	52.65	-156.94	Station 46403 - 230 NM Southeast of Shumagin Island- AK	
1464	53.017	158.65	Russia - Petropavlovsk 	
896	53.3105	-4.633796	UK - Holyhead 	
913	53.31167	-5.92167	Ireland - Kish Bank Lighthouse 	
2505	53.4497	-3.0181	UK - Liverpool Test	
1457	53.45	-3.018	UK - Liverpool 	
1494	53.557	6.749	Germany - Borkum Fischerbalje 	
853	53.86778	8.7175	Germany - Cuxhaven 	
1024	53.88333	-166.5333	USA - Unalaska 	
2459	54.16972	12.10333	Germany - Warnemunde	
1511	54.176	7.891	Germany - Helgoland Binnenhafen 	
1311	54.183	-133	Canada - Henslung Cove	
816	54.253	-9.89	Ireland - Ballyglass pier  Belmullet	
1380	54.32	-130.32	Canada - Prince Rupert	
1517	54.5	10.275	Germany - LT Kiel 	
1553	54.511	13.643	Germany - Sassnitz 	
1512	54.758	8.297	Germany - Hornum 	
71	55.3	-148.5	Station 46409 - 240 NM Southeast of Kodiak- AK	
1096	55.301	-148.495	Station 46409 - 240 NM Southeast of Kodiak- AK	
997	55.3367	-160.5017	USA - Sand_Point_AK 	
934	55.37168	-7.33432	Ireland - Malin Head Peninsular 	
1353	56.55	-61.68	Canada - Nain	
803	56.8975	-154.2481	USA - Alitak_US 	
1003	57.0517	-135.3417	USA - Sitka_AK 	
43	57.5	-144	 330 NM Southeast of Anchorage- AK	
894	57.6	9.97	Denmark - Hirtshals 	
886	57.683	11.783	Sweden - GoteborgTorshamnen 	
1319	57.732	-152.512	USA - Kodiak Island- AK	
1416	58	7.567	Norway - Tregde	
867	58.1933	-136.3433	USA - Elfin_Cove_AK 	
1012	58.2	-6.38	UK - Stornoway 	
1005	58.35	11.216	Sweden - Smogen 	
1011	59.316	18.083	Sweden - Stockholm 	
1434	59.548	-139.735	USA - Yakutat	
1000	60.119	-149.427	USA - Seward_AK 	
2521	60.15532	-1.145192	UK - Lerwick2	
848	60.558	-145.753	USA - Cordova_AK 	
1386	60.718	-46.035	Denmark - Qaqortoq- Julianehab	
806	61.238	-149.888	USA - Anchorage_AK 	
1336	61.933	5.117	Norway - Maloy	
982	64.15	-21.93333	Iceland - Reykjavik 	
952	64.5	-165.43	USA - Nome_AK 	
1391	64.867	11.25	Norway - Rorvik	
1272	69.317	16.15	Norway - Andenes	
1421	70.333	31.1	Norway - Vardo	
977	70.388	-148.51	USA - Prudhoe_Bay_AK 	
1398	70.484	-21.962	Denmark - Ittoqqortoormiit- Scoresbysund	
1312	70.983	25.983	Norway - Honningsvag	
1413	76.543	-68.863	Denmark - Thule- Pituffik	
1362	78.933	11.95	Norway - Ny Alesund	
2543	40.11666	142.0667	Iwate-Hokubu-Oki (North Iwate) GPS buoy 	
2544	39.62722	142.1867	Iwate-Chubu-Oki (Central Iwate) GPS buoy 	
2545	39.25861	142.0969	Iwate-Nanbu-Oki (South Iwate) GPS buoy 	
2546	38.85778	141.8944	Miyagi-Hokubu-Oki (North Miyagi) GPS buoy 	
2547	38.2325	141.6836	Miyagi-Chubu-Oki (Central Miyagi) GPS Buoy 	
2548	36.97139	141.1856	Fukushimaken-Oki (Fukushima) GPS buoy 	
2622	33.90222	136.2594	Mie-Owase-Oki (Owase	 Mie) GPS buoy 
2623	34.40333	138.275	Shizuoka-Omaezaki-Oki (Omaezaki	 Shizuoka) GPS Buoy
2624	33.64222	135.1567	Wakayama-Nansei-Oki (Southwest Wakayama) GPS buoy 	
2625	33.46056	134.4967	Tokushima-Kaiyo-Oki (Kaiyo	 Tokushima) GPS buoy
2627	44.01667	144.2833	Abashiri 	
2628	31.58333	131.4167	Aburatsu 	
2629	34.6	137.1833	Akabane 	
2630	28.31667	129.5333	Amami 	
2631	33.76667	134.6	Awayuki 	
2632	38.3	141.5	Ayukawa 	
2633	27.1	142.2	Chichijima 	
2634	35.75	140.8667	Choshigyoko 	
2635	40.65	139.9333	Fukaura 	
2636	32.7	128.85	Fukue 	
2637	33.85	135.1667	Gobo 	
2638	41.78333	140.7167	Hakodate 	
2639	34.9	132.0667	Hamada 	
2640	43.28333	145.5667	Hanasaki 	
2641	34.61666	138.85	Irozaki 	
2642	24.33333	124.1667	Ishigaki 	
2643	31.58333	130.5667	Kagoshima 	
2644	34.68333	135.1833	Kobe 	
2645	33.5	133.5667	Kochi 	
2646	34.01667	134.5833	Komatsushima 	
2647	32.6	130.2	Kuchinotsu 	
2648	33.93333	136.1667	Kumano 	
2649	33.48333	135.7667	Kushimoto 	
2650	42.98333	144.3667	Kushiro 	
2651	34.68333	137.6167	Maisaka 	
2652	35.48333	135.3833	Maizuru 	
2653	31.26667	130.3	Makurazaki 	
2654	33.86666	132.7167	Matsuyama 	
2655	34.91667	139.8333	Mera 	
2656	25.86667	131.2333	Minamidaito 	
2657	24.28333	153.9833	Minamitorishima 	
2658	32.61666	130.45	Misumi 	
2659	34.05	139.55	Miyakejima(tsubota) 	
2660	39.65	141.9833	Miyako 	
2661	33.26667	134.1667	Murotomisaki 	
2662	32.73333	129.8667	Nagasaki 	
2663	35.08333	136.8833	Nagoya 	
2664	26.21667	127.6667	Naha 	
2665	37.5	137.15	Noto 	
2666	35.23333	139.15	Odawara 	
2667	39.01667	141.75	Ofunato 	
2668	34.78333	139.3833	Okada 	
2669	34.61666	138.2167	Omaezaki 	
2670	36.93333	140.9	Onahama 	
2671	34.65	135.4333	Osaka 	
2672	43.2	141	Otaru 	
2673	32.98333	130.2167	Oura 	
2674	34.08333	136.2	Owase 	
2675	32.46667	130.0333	Reihoku 	
2676	38.31667	138.5167	Sado 	
2677	36.2	133.3333	Saigo 	
2678	32.95	131.9667	Saiki 	
2679	35.55	133.25	Sakai 	
2680	35.01667	138.5167	Shimizuminato 	
2681	41.36666	141.2333	Shimokita 	
2682	33.93333	130.9333	Shimonoseki 	
2683	33.68333	135.3833	Shirahama 	
2684	34.35	134.9	Sumoto 	
2685	34.35	134.05	Takamatsu 	
2686	30.46667	130.9667	Tanegashima 	
2687	34.33333	135.1833	Tannowa 	
2688	34.48333	136.8167	Toba 	
2689	35.65	139.7667	Tokyo 	
2690	32.78333	132.9667	Tosashimizu 	
2691	36.76667	137.2167	Toyama 	
2692	34.65	129.4833	Tsushimahitakatsu 	
2693	35.01667	138.8833	Uchiura 	
2694	34.48333	133.95	Uno 	
2695	33.56667	135.9	Uragami 	
2696	33.23333	132.55	Uwajima 	
2697	34.21667	135.15	Wakayama 	
2698	45.4	141.6833	Wakkanai 	
2699	24.45	122.95	Yonaguni 	
2703	39.24047	142.4266	TM2 - bottom pressure cable	
2704	39.20819	142.7731	TM1 - bottom pressure cable	
